0.00,31.25,9500.00,50
1.00,31.25,1187.50,50
2.00,31.25,1187.50,50
3.00,31.25,1187.50,50
4.00,31.25,1187.50,50
5.00,31.25,1187.50,50
6.00,31.25,1187.50,50
7.00,31.50,1167.50,50
8.00,31.50,1185.00,50
9.00,31.50,1185.00,50
10.00,31.75,1165.00,50
11.00,32.00,1162.50,50
12.00,32.50,1140.00,50
13.00,32.75,1155.00,50
14.00,33.00,1152.50,50
15.00,33.25,1150.00,50
16.00,33.75,1127.50,50
17.00,34.50,1102.50,50
18.00,35.00,1115.00,50
19.00,35.50,1110.00,50
20.00,36.25,1085.00,50
21.00,37.25,1057.50,50
22.00,38.00,1067.50,50
23.00,39.00,1040.00,50
24.00,40.25,1010.00,50
25.00,41.25,1017.50,50
26.00,42.75,967.50,50
27.00,44.25,952.50,50
28.00,45.50,957.50,50
29.00,47.00,925.00,50
30.00,48.50,910.00,50
31.00,50.25,875.00,50
32.00,52.25,837.50,50
33.00,54.00,837.50,50
34.00,55.75,820.00,50
35.00,58.00,762.50,50
36.00,60.00,760.00,50
37.00,62.25,720.00,50
38.00,64.25,717.50,50
39.00,66.50,677.50,50
40.00,68.75,655.00,50
41.00,71.25,612.50,50
42.00,74.00,567.50,50
43.00,76.50,560.00,50
44.00,79.00,535.00,50
45.00,81.25,530.00,50
46.00,84.00,467.50,50
47.00,86.75,440.00,50
48.00,89.50,412.50,50
49.00,92.00,405.00,50
50.00,94.50,380.00,50
51.00,97.00,355.00,50
52.00,100.00,290.00,50
53.00,102.75,280.00,50
54.00,105.25,272.50,50
55.00,108.00,227.50,50
56.00,110.75,200.00,50
57.00,113.75,152.50,50
58.00,116.75,122.50,50
59.00,119.25,132.50,50
60.00,121.75,107.50,50
61.00,124.75,42.50,21
62.00,126.75,92.50,46
63.00,129.50,12.50,6
64.00,132.00,5.00,2
65.00,134.25,0.00,0
66.00,136.25,-2.50,0
67.00,138.00,-2.50,0
68.00,139.75,-20.00,0
69.00,141.00,2.50,1
70.00,142.75,-50.00,0
71.00,144.00,-27.50,0
72.00,145.00,-20.00,0
73.00,146.00,-30.00,0
74.00,147.00,-40.00,0
75.00,148.00,-50.00,0
76.00,148.75,-40.00,0
77.00,149.75,-67.50,0
78.00,150.25,-37.50,0
79.00,150.75,-42.50,0
80.00,150.75,-7.50,0
81.00,151.50,-67.50,0
82.00,151.75,-35.00,0
83.00,151.50,2.50,1
84.00,151.75,-35.00,0
85.00,152.00,-37.50,0
86.00,151.75,0.00,0
87.00,151.75,-17.50,0
88.00,151.75,-17.50,0
89.00,151.25,22.50,11
90.00,151.00,7.50,3
91.00,151.00,-10.00,0
92.00,150.25,50.00,25
93.00,150.25,-2.50,0
94.00,150.00,17.50,8
95.00,149.75,20.00,10
96.00,149.75,2.50,1
97.00,149.50,22.50,11
98.00,149.25,25.00,12
99.00,149.50,-12.50,0
100.00,149.00,45.00,22
101.00,149.25,-10.00,0
102.00,149.50,-12.50,0
103.00,149.50,5.00,2
104.00,149.50,5.00,2
105.00,149.00,45.00,22
106.00,149.50,-30.00,0
107.00,149.25,25.00,12
108.00,148.50,67.50,33
109.00,148.00,55.00,27
110.00,148.00,20.00,10
111.00,147.75,40.00,20
112.00,147.75,22.50,11
113.00,147.50,42.50,21
114.00,147.75,5.00,2
115.00,147.75,22.50,11
116.00,147.75,22.50,11
117.00,147.50,42.50,21
118.00,147.25,45.00,22
119.00,146.75,67.50,33
120.00,147.00,12.50,6
121.00,147.25,10.00,5
122.00,147.00,47.50,23
123.00,147.50,-10.00,0
124.00,147.50,25.00,12
125.00,147.75,5.00,2
126.00,147.75,22.50,11
127.00,147.75,22.50,11
128.00,148.00,2.50,1
129.00,148.25,0.00,0
130.00,148.50,-2.50,0
131.00,148.75,-5.00,0
132.00,149.00,-7.50,0
133.00,149.00,10.00,5
134.00,148.75,30.00,15
135.00,148.75,12.50,6
136.00,148.50,32.50,16
137.00,148.25,35.00,17
138.00,148.50,-2.50,0
139.00,148.25,35.00,17
140.00,147.75,57.50,28
141.00,147.50,42.50,21
142.00,147.25,45.00,22
143.00,147.00,47.50,23
144.00,147.50,-10.00,0
145.00,147.50,25.00,12
146.00,147.25,45.00,22
147.00,146.75,67.50,33
148.00,146.75,32.50,16
149.00,146.25,72.50,36
150.00,146.50,17.50,8
151.00,146.00,75.00,37
152.00,146.00,40.00,20
153.00,145.75,60.00,30
154.00,146.50,-17.50,0
155.00,147.00,-5.00,0
156.00,146.75,50.00,25
157.00,147.75,-47.50,0
158.00,148.25,-17.50,0
159.00,148.50,-2.50,0
160.00,149.25,-45.00,0
161.00,149.25,7.50,3
162.00,149.25,7.50,3
163.00,149.25,7.50,3
164.00,149.00,27.50,13
165.00,148.75,30.00,15
166.00,148.50,32.50,16
167.00,148.25,35.00,17
168.00,148.25,17.50,8
169.00,148.25,17.50,8
170.00,148.00,37.50,18
171.00,147.75,40.00,20
172.00,148.25,-17.50,0
173.00,148.50,-2.50,0
174.00,148.50,15.00,7
175.00,149.00,-25.00,0
176.00,149.75,-50.00,0
177.00,150.50,-57.50,0
178.00,150.00,35.00,17
179.00,150.00,0.00,0
180.00,150.50,5960.00,50
181.00,151.00,705.00,50
182.00,150.50,780.00,50
183.00,150.50,745.00,50
184.00,150.25,765.00,50
185.00,150.75,707.50,50
186.00,151.25,702.50,50
187.00,151.50,717.50,50
188.00,152.00,695.00,50
189.00,152.75,670.00,50
190.00,153.50,662.50,50
191.00,153.50,715.00,50
192.00,153.50,715.00,50
193.00,154.25,655.00,50
194.00,156.00,567.50,50
195.00,157.50,570.00,50
196.00,158.25,615.00,50
197.00,159.75,547.50,50
198.00,161.25,532.50,50
199.00,162.50,537.50,50
200.00,164.00,505.00,50
201.00,165.50,490.00,50
202.00,167.00,475.00,50
203.00,168.00,500.00,50
204.00,169.50,450.00,50
205.00,171.00,435.00,50
206.00,173.00,380.00,50
207.00,175.00,360.00,50
208.00,176.50,380.00,50
209.00,178.50,325.00,50
210.00,180.50,305.00,50
211.00,182.25,305.00,50
212.00,184.00,287.50,50
213.00,185.75,270.00,50
214.00,187.25,272.50,50
215.00,189.00,237.50,50
216.00,190.25,260.00,50
217.00,192.25,187.50,50
218.00,193.75,207.50,50
219.00,195.75,152.50,50
220.00,197.25,172.50,50
221.00,198.75,157.50,50
222.00,200.50,122.50,50
223.00,202.25,105.00,50
224.00,204.00,87.50,43
225.00,206.25,30.00,15
226.00,208.50,7.50,3
227.00,210.25,25.00,12
228.00,211.75,27.50,13
229.00,214.00,-47.50,0
230.00,214.75,50.00,25
231.00,215.50,42.50,21
232.00,216.75,-5.00,0
233.00,217.75,2.50,1
234.00,219.00,-27.50,0
235.00,219.50,20.00,10
236.00,220.00,15.00,7
237.00,220.25,30.00,15
238.00,220.25,47.50,23
